fecha,acceleration_x,acceleration_y,acceleration_z,magnitud_aceleracion,anomaly_score,is_outlier
2025-01-01 00:00:45,-3.859786,5.305467,1.9464165,6.843571,222448.6865428686,1
2025-01-01 00:01:25,2.3321583,5.493579,2.100672,6.3270206,218280.71109032887,1
2025-01-01 00:01:40,-3.899981,5.8385205,2.2359965,7.3687077,220873.00851142406,1
2025-01-01 00:02:35,3.6780562,13.594316,-3.6297493,14.543335,234785.21606206894,1
2025-01-01 00:02:40,-3.518081,5.817622,-3.683011,7.732153,218439.40067636967,1
2025-01-01 00:03:45,-3.525884,9.502205,-3.2692752,10.649503,223237.2488474846,1
2025-01-01 00:04:05,3.554412,13.916022,2.3464549,14.553191,267383.1111755371,1
2025-01-01 00:04:10,3.6280797,13.539523,0.06296708,14.017332,239151.80764389038,1
2025-01-01 00:04:50,-3.6692798,5.741052,-3.4671028,7.6448736,210584.83811175823,1
2025-01-01 00:06:05,3.3700643,10.761051,-0.9161044,11.313567,232274.13172531128,1
2025-01-01 00:10:20,-3.6470947,6.105557,2.3344686,7.4852433,217094.1242749691,1
2025-01-01 00:11:05,3.6572356,13.711806,-2.7568853,14.456466,220632.65755724907,1
2025-01-01 00:12:25,3.8867228,13.804197,-0.047667142,14.341017,263478.20684814453,1
2025-01-01 00:12:40,-3.705617,11.665702,2.427266,12.478454,221126.66649246216,1
2025-01-01 00:13:05,-2.599006,5.4910073,-3.6016772,7.0624413,219753.54836142063,1
2025-01-01 00:15:15,-3.73073,13.791614,1.666747,14.384192,249945.97974395752,1
2025-01-01 00:15:20,-4.136311,13.931397,1.7198592,14.633893,275973.162361145,1
2025-01-01 00:16:25,-3.90783,8.5456085,-3.7251499,10.10818,228726.3564965725,1
2025-01-01 00:17:40,3.626277,13.235285,2.200194,13.898327,241657.71546554565,1
2025-01-01 00:18:00,-3.9720788,5.325231,2.0982225,6.966924,229453.6030087471,1
2025-01-01 00:19:00,3.3961449,13.761471,2.4264507,14.380527,256737.89070892334,1
2025-01-01 00:21:10,-4.090587,5.5805864,-3.4765046,7.743509,220523.81009232998,1
2025-01-01 00:22:20,-3.480408,13.269016,1.8653605,13.844117,222236.8560142517,1
2025-01-01 00:22:50,-4.0894184,11.333279,-0.6887504,12.068178,210929.78358709812,1
2025-01-01 00:23:45,-2.9000807,5.5324125,2.2525334,6.6401777,226163.44371306896,1
2025-01-01 00:24:10,-3.3043013,13.953103,-0.2416791,14.341057,242337.825050354,1
2025-01-01 00:24:20,3.5054097,11.85646,-0.61029387,12.378853,216336.15927886963,1
2025-01-01 00:25:00,3.8158312,5.390334,2.4654455,7.0494466,238217.87844169367,1
2025-01-01 00:26:55,3.4679246,5.3291054,2.0925274,6.693619,224085.1901787555,1
2025-01-01 00:28:00,-3.605399,5.304454,2.185585,6.775907,231583.29303884506,1
2025-01-01 00:29:10,3.9463995,13.476268,-2.8591607,14.33034,228190.99204158783,1
2025-01-01 00:30:30,-2.760265,5.3290434,-3.5481145,6.9718633,222025.71265661716,1
2025-01-01 00:31:45,-4.0168777,8.908601,2.3521526,10.051423,231443.4116961956,1
2025-01-01 00:32:00,3.68749,14.008415,2.063151,14.63181,269604.5238876343,1
2025-01-01 00:32:20,3.9591093,13.34753,1.3823342,13.990781,245691.2229232788,1
2025-01-01 00:33:00,3.8427377,13.968023,0.19819416,14.488326,264260.4281158447,1
2025-01-01 00:33:45,-4.1296344,13.981542,-3.6418278,15.026652,246465.57004714012,1
2025-01-01 00:35:25,-4.1702228,13.939671,-3.4856555,14.961784,242798.82272338867,1
2025-01-01 00:35:35,-3.7322035,14.043122,-2.8554575,14.80852,215885.88122355938,1
2025-01-01 00:37:05,3.601266,12.857152,2.4141738,13.568481,236418.0054473877,1
2025-01-01 00:37:10,-3.9491625,13.934033,1.6043893,14.571453,265229.0050506592,1
2025-01-01 00:37:35,3.9473283,13.652807,-1.924517,14.341699,228981.5758743286,1
2025-01-01 00:38:50,3.0297217,13.810028,1.797943,14.252322,225701.74242019653,1
2025-01-01 00:39:00,-3.5290635,13.177637,0.20553839,13.643558,214587.9009475708,1
2025-01-01 00:39:35,3.8369427,12.485201,-3.2753837,13.465901,210053.39060997963,1
2025-01-01 00:40:00,-3.4120646,13.961149,0.08508063,14.372303,241064.78843688965,1
2025-01-01 00:41:15,-3.9138823,13.699723,2.1810799,14.413814,266205.64459991455,1
2025-01-01 00:41:25,-3.5689244,8.347338,-3.671103,9.7924595,214013.88252198696,1
2025-01-01 00:41:30,3.3217156,13.900402,1.977549,14.427948,246602.62322235107,1
2025-01-01 00:42:00,2.5518582,13.701567,-0.60682505,13.950381,215256.47774505615,1
2025-01-01 00:42:25,-2.2086,5.663369,-3.5509102,7.039931,213798.38337254524,1
2025-01-01 00:42:35,-3.799056,10.663794,1.987718,11.493491,223424.95460891724,1
2025-01-01 00:42:55,-4.1366067,10.596458,2.1601932,11.578552,243712.0873451233,1
2025-01-01 00:43:00,-3.9382973,10.253569,-3.4648798,11.517432,211482.42098164558,1
2025-01-01 00:44:30,3.4565296,13.942176,1.0337937,14.401409,241138.7105026245,1
2025-01-01 00:45:10,3.4231663,10.615042,0.02197598,11.15337,211067.80187606812,1
2025-01-01 00:45:45,3.3752089,13.963894,-1.2498696,14.420282,220273.27958393097,1
2025-01-01 00:45:55,3.7189007,13.051061,-3.3515284,13.97831,215832.52715170383,1
2025-01-01 00:46:00,3.396784,14.046858,-0.04792513,14.451805,250805.1354827881,1
2025-01-01 00:46:25,-4.02446,5.869414,-3.7561607,8.047051,227810.34523010254,1
2025-01-01 00:46:45,-2.1373537,9.322215,2.4757068,9.879327,232131.91370391846,1
2025-01-01 00:46:55,-3.8102834,13.909096,2.3452668,14.611006,274125.0811843872,1
2025-01-01 00:47:00,3.944025,13.550016,2.040174,14.259053,263361.6385726929,1
2025-01-01 00:47:05,-4.0926843,13.964078,-3.5440886,14.976851,241815.7348549366,1
2025-01-01 00:48:05,3.5797658,14.034105,-3.763254,14.964389,248440.4923532009,1
2025-01-01 00:48:35,3.9877617,13.519913,0.32243437,14.099441,252841.96453094482,1
2025-01-01 00:48:50,3.7205138,13.938419,-3.264448,14.791159,238987.46545624733,1
2025-01-01 00:49:15,-2.4763026,5.5530796,-3.6532633,7.0933137,220724.57052469254,1
2025-01-01 00:49:50,-4.1051865,5.3516607,2.2220447,7.1014304,235621.40128540993,1
2025-01-01 00:50:35,3.4247882,13.35938,1.9825038,13.933145,230309.4675064087,1
2025-01-01 00:51:20,-4.126195,9.298366,-3.7836804,10.853632,258306.71602916718,1
2025-01-01 00:53:00,3.722342,13.491112,-3.636491,14.459945,233917.9539730549,1
2025-01-01 00:53:20,3.5952382,11.986725,2.1679213,12.700677,214188.86059951782,1
2025-01-01 00:54:30,3.727537,13.673131,-3.6606343,14.637257,240055.84562635422,1
2025-01-01 00:54:45,-3.465833,13.617027,1.0859885,14.093076,223316.640914917,1
2025-01-01 00:55:20,3.9233632,12.816008,1.7084521,13.511537,233394.42166519165,1
2025-01-01 00:56:25,3.9246833,13.883777,0.9571061,14.459545,260951.18265533447,1
2025-01-01 00:56:55,-3.6012514,13.944351,2.4920454,14.61589,270860.1948699951,1
2025-01-01 00:57:15,-4.1250477,13.496742,2.1209922,14.271534,267507.5353317261,1
2025-01-01 00:57:35,-2.5239062,13.841696,2.3606033,14.266573,219108.8274116516,1
2025-01-01 00:58:05,3.5901124,13.61707,2.0113997,14.225303,248202.65348815918,1
2025-01-01 00:59:00,-3.5565329,13.445729,2.3850176,14.111161,246386.80800247192,1
2025-01-01 00:59:10,3.2339764,5.7486277,1.9284515,6.87199,209423.869596612,1
2025-01-01 00:59:25,3.7993152,13.656772,2.0395803,14.321386,260254.7558746338,1
2025-01-01 01:00:50,3.8527443,13.741159,-2.9930673,14.581549,233565.65276932716,1
2025-01-01 01:01:20,1.8409456,5.9537506,2.4429314,6.6935897,213657.3751715771,1
2025-01-01 01:01:55,-3.6425579,8.20798,-3.6752918,9.702934,213077.97398746014,1
2025-01-01 01:02:45,3.7665334,12.7932005,-3.5482914,13.800114,217626.13042867184,1
2025-01-01 01:04:10,3.5537858,13.652472,0.34096447,14.111543,235958.9532585144,1
2025-01-01 01:04:15,3.0349898,13.599811,-0.42510962,13.94083,225120.54014587402,1
2025-01-01 01:06:50,3.656047,14.029431,0.06296718,14.498124,259950.2075958252,1
2025-01-01 01:06:55,3.2644775,5.2595553,2.0182934,6.5110097,222008.0953053872,1
2025-01-01 01:07:55,3.8651373,13.65416,-3.7368457,14.674446,247407.94661188126,1
2025-01-01 01:08:50,-3.6714754,5.224931,2.3949585,6.8202243,244023.78012871742,1
2025-01-01 01:09:00,-4.059659,13.859084,2.3196082,14.626539,282788.8772354126,1
2025-01-01 01:09:30,3.885515,13.397586,1.6845987,14.050993,247919.87131500244,1
2025-01-01 01:10:10,3.3798282,5.6240745,2.361848,6.973649,227936.7800974977,1
2025-01-01 01:10:25,-3.7376459,9.721253,1.8073969,10.570688,222738.3842152357,1
2025-01-01 01:10:35,-3.508882,14.027524,-0.17903896,14.4608345,253172.02965545654,1
2025-01-01 01:10:40,-4.1712275,13.370036,0.5377543,14.015926,250291.34316253662,1
2025-01-01 01:12:00,-4.0222497,11.402709,2.047949,12.263538,226101.22576904297,1
2025-01-01 01:13:30,-3.6048782,9.40899,2.2500334,10.324093,231675.16437530518,1
