fecha,acceleration_x,acceleration_y,acceleration_z,magnitud_aceleracion,anomaly_score,is_outlier,cluster_id
2025-01-02 01:12:20,3.9241934,11.128099,-1.1571851,11.856347,0.44728979573348776,1,-1
2025-01-02 17:01:45,3.873788,11.105021,-0.9502354,11.799605,0.40113664783935676,1,-1
2025-01-02 04:11:50,3.934187,11.343456,-1.0518419,12.052311,0.3959353033694625,1,-1
2025-01-03 15:05:30,3.9457421,11.192784,-0.83912915,11.897539,0.3954164932653567,1,-1
2025-01-03 14:57:10,3.8215506,11.213552,-0.85728747,11.877834,0.38262894471813863,1,-1
2025-01-03 00:27:35,3.9924033,11.360228,-0.7564639,12.065085,0.382623372848612,1,-1
2025-01-02 09:46:20,1.2959543,14.025286,0.25619942,14.087362,0.3808679732915112,1,-1
2025-01-03 09:00:35,-4.145122,7.51796,0.70242417,8.613661,0.37830074448255113,1,-1
2025-01-02 02:12:10,-4.1363416,10.1934595,-2.0046744,11.18189,0.3748502457713631,1,-1
2025-01-02 00:56:40,3.8486369,11.257694,-1.4804928,11.989143,0.37481773264738477,1,-1
2025-01-03 12:16:10,0.52112657,9.2328205,-3.676348,9.951487,0.3688730095683029,1,-1
2025-01-03 10:30:40,3.6024272,11.383052,-1.2662488,12.006446,0.36376501463997224,1,-1
2025-01-01 21:02:10,3.974508,6.807004,-0.6219268,7.9068837,0.36159749005820896,1,-1
2025-01-01 13:47:25,3.7990398,10.932551,-1.2041309,11.636293,0.3565612575221181,1,-1
2025-01-02 00:38:35,3.8962982,11.825749,-1.1405131,12.503209,0.35299177524629466,1,-1
2025-01-02 16:30:50,-2.6980574,13.882862,-2.0522497,14.290734,0.35045249188823185,1,-1
2025-01-03 09:08:15,3.5784016,11.358533,-1.4704671,11.999312,0.3494201517768543,1,-1
2025-01-02 04:26:55,3.9675405,10.271706,0.5124144,11.023243,0.3480129408743293,1,-1
2025-01-02 14:33:45,-1.0566943,14.019483,0.8291288,14.083677,0.34790532527907136,1,-1
2025-01-01 06:02:35,0.6367431,12.323588,-3.7180605,12.887989,0.3473377746058308,1,-1
2025-01-02 01:14:00,-1.6888056,13.981321,1.1231735,14.1276655,0.34460726046672197,1,-1
2025-01-02 09:21:40,-4.1799226,6.639928,-1.9453639,8.083615,0.3441277527546154,1,-1
2025-01-01 01:23:15,1.0220246,7.188006,2.4801557,7.6722317,0.34211497406401675,1,-1
2025-01-03 05:56:55,0.5276432,12.209466,-3.7619026,12.786766,0.3408089957042639,1,-1
2025-01-01 16:08:20,1.620631,13.929576,0.25038624,14.02577,0.34025008073348134,1,-1
2025-01-01 08:41:45,1.6807365,13.842258,0.035417788,13.943968,0.34003301629675065,1,-1
2025-01-01 17:18:35,3.585228,11.540048,-1.4017141,12.16517,0.34000463809812564,1,-1
2025-01-03 00:50:20,0.2941959,11.34609,2.4752352,11.616673,0.33930856773783,1,-1
2025-01-02 23:20:00,3.61579,11.227599,-1.3120979,11.868215,0.3385936452923139,1,-1
2025-01-01 08:00:55,0.3805343,9.369854,-3.7689817,10.106641,0.3377228142095584,1,-1
2025-01-02 23:30:05,-2.4127448,11.31891,-3.7715685,12.172255,0.3364308733948654,1,-1
2025-01-02 05:16:10,-4.1119947,11.989459,-0.20033717,12.676583,0.3360266819896958,1,-1
2025-01-01 10:36:05,-4.1542745,7.428075,0.87514746,8.555711,0.33488793193893174,1,-1
2025-01-01 22:16:35,0.97092783,12.1682005,-3.7541854,12.771129,0.3337204955686877,1,-1
2025-01-02 17:30:40,-4.0617957,7.437523,0.56984174,8.493506,0.3332714100232064,1,-1
2025-01-03 06:18:05,-1.2171898,13.990915,0.9994765,14.079283,0.33303865921470377,1,-1
2025-01-01 06:29:35,0.1739362,9.138881,-3.7096536,9.86463,0.332418129114419,1,-1
