fecha,acceleration_x,acceleration_y,acceleration_z,anomaly_score,is_outlier
2025-01-01 00:02:35,3.6780562,13.594316,-3.6297493,0.010792910685277324,1
2025-01-01 00:02:55,-0.8598406,5.303848,2.0442665,0.018262165479439374,1
2025-01-01 00:04:05,3.554412,13.916022,2.3464549,0.024607572308862125,1
2025-01-01 00:05:00,-0.039448597,5.215937,-0.5437555,0.013949407201160113,1
2025-01-01 00:07:25,1.8543427,5.4064875,-3.6985984,0.003241108077939092,1
2025-01-01 00:10:15,-2.367428,13.76618,-3.689966,0.00789272985135736,1
2025-01-01 00:15:20,-4.136311,13.931397,1.7198592,0.02203147106204284,1
2025-01-01 00:15:30,-2.4566636,5.2653604,-2.940918,0.0040662440070281525,1
2025-01-01 00:19:00,3.3961449,13.761471,2.4264507,0.0050827120260465986,1
2025-01-01 00:20:20,2.7516463,5.264618,-3.2720156,0.006341274402465125,1
2025-01-01 00:24:50,2.6699758,5.23172,-3.6095939,0.013591471565579716,1
2025-01-01 00:25:00,3.8158312,5.390334,2.4654455,0.006181788374277741,1
2025-01-01 00:26:10,-3.2289922,13.832875,-3.2682352,0.0037710683477630846,1
2025-01-01 00:30:20,0.92003477,5.3844113,0.04702923,0.0025392459817119573,1
2025-01-01 00:32:00,3.68749,14.008415,2.063151,0.028660320680537366,1
2025-01-01 00:32:55,-0.19570386,5.407717,-0.8423311,0.001205342424242306,1
2025-01-01 00:33:00,3.8427377,13.968023,0.19819416,0.007110635381419983,1
2025-01-01 00:33:45,-4.1296344,13.981542,-3.6418278,0.045169190656956903,1
2025-01-01 00:34:05,3.9253297,5.619983,-3.2860138,0.003314263187356059,1
2025-01-01 00:35:25,-4.1702228,13.939671,-3.4856555,0.039632484940522184,1
2025-01-01 00:35:35,-3.7322035,14.043122,-2.8554575,0.01643756586700318,1
2025-01-01 00:37:10,-3.9491625,13.934033,1.6043893,0.01541627598882278,1
2025-01-01 00:41:15,-3.9138823,13.699723,2.1810799,0.008330654002192905,1
2025-01-01 00:42:05,3.8385005,5.6129365,-3.371365,0.00013343920777630913,1
2025-01-01 00:42:40,3.6659825,5.4816613,-3.6382773,0.0015426873688511034,1
2025-01-01 00:46:20,-1.9277287,5.361705,-0.14870499,0.0025576539957165023,1
2025-01-01 00:46:25,-4.02446,5.869414,-3.7561607,0.008793618737509057,1
2025-01-01 00:46:55,-3.8102834,13.909096,2.3452668,0.032977756190355256,1
2025-01-01 00:47:05,-4.0926843,13.964078,-3.5440886,0.039632484940522184,1
2025-01-01 00:47:20,-3.8722942,13.224234,-3.401922,0.0018990813821386787,1
2025-01-01 00:48:05,3.5797658,14.034105,-3.763254,0.044617769135062324,1
2025-01-01 00:48:50,3.7205138,13.938419,-3.264448,0.0172064516901409,1
2025-01-01 00:49:25,2.8471687,5.3917274,1.0033956,0.0010263068559941413,1
2025-01-01 00:51:20,-4.126195,9.298366,-3.7836804,0.012079822829782039,1
2025-01-01 00:53:00,3.722342,13.491112,-3.636491,0.0005384040324939443,1
2025-01-01 00:54:30,3.727537,13.673131,-3.6606343,0.013357788165136109,1
2025-01-01 00:55:55,-4.174846,11.3513365,-3.5852022,8.291049076081247e-05,1
2025-01-01 00:56:25,3.9246833,13.883777,0.9571061,0.0052946424848994145,1
2025-01-01 00:56:55,-3.6012514,13.944351,2.4920454,0.035895073860334414,1
2025-01-01 00:57:15,-4.1250477,13.496742,2.1209922,0.01106123484124344,1
2025-01-01 00:57:35,-2.5239062,13.841696,2.3606033,0.003441974294185912,1
2025-01-01 00:59:00,-3.5565329,13.445729,2.3850176,0.0032138180390932636,1
2025-01-01 01:00:50,3.8527443,13.741159,-2.9930673,0.004900645570460438,1
2025-01-01 01:01:40,-1.642019,5.2432685,0.10709121,0.013539679422171824,1
2025-01-01 01:06:50,3.656047,14.029431,0.06296718,0.0051684544117598374,1
2025-01-01 01:06:55,3.2644775,5.2595553,2.0182934,0.0014473533375938263,1
2025-01-01 01:07:05,3.3194373,5.2297816,-0.49044263,0.007284126606377117,1
2025-01-01 01:07:55,3.8651373,13.65416,-3.7368457,0.03030122078134123,1
2025-01-01 01:08:50,-3.6714754,5.224931,2.3949585,0.005155276605107173,1
2025-01-01 01:09:00,-4.059659,13.859084,2.3196082,0.03882937034196077,1
2025-01-01 01:10:50,-0.14608149,5.3696218,-0.5048708,0.0016001470497086778,1
2025-01-01 01:13:10,3.785308,5.288433,-0.9350358,0.01245612567592358,1
2025-01-01 01:13:20,-4.15112,5.2349367,-0.85951674,0.0007082247090589577,1
2025-01-01 01:13:35,-4.146012,13.094767,-3.76745,0.035629703767043885,1
2025-01-01 01:13:45,3.3629608,14.047602,1.428075,0.0038616659548645904,1
2025-01-01 01:13:50,-3.560928,13.69012,-3.6558967,0.01672716193364121,1
2025-01-01 01:15:40,-3.623222,13.704776,-3.3454757,0.003449699750949664,1
2025-01-01 01:18:20,3.93633,5.6594977,-3.6734025,0.01934914260030962,1
2025-01-01 01:24:00,-3.5817683,14.046836,-2.3621101,0.017908183874207784,1
2025-01-01 01:26:25,-3.9934247,5.329686,1.6020851,0.00020870407795803292,1
2025-01-01 01:28:25,-3.4905996,13.712792,-3.4825287,0.01475458996853396,1
2025-01-01 01:29:35,3.922821,13.563385,2.12145,0.004020783443709708,1
2025-01-01 01:29:45,-3.5282133,13.692125,-3.467799,0.011987439771684927,1
2025-01-01 01:32:35,3.5957603,13.855709,-3.317363,0.013630520002723467,1
2025-01-01 01:33:35,-3.9118028,5.2457385,-0.36100492,0.002150848484018586,1
2025-01-01 01:33:50,-0.24132694,5.350117,-0.56969506,0.010979770851181181,1
2025-01-01 01:40:55,3.884275,13.729531,2.2050612,0.011642773984405164,1
2025-01-01 01:43:35,-4.057235,13.51016,-2.9706793,0.005109527555062998,1
2025-01-01 01:45:50,-2.7441478,13.8756695,2.1199934,0.0008645263833854111,1
2025-01-01 01:46:10,-3.9595046,13.5514765,2.2265892,0.014413046330637558,1
2025-01-01 01:47:10,0.040052675,5.2444983,2.072031,0.017061782545344295,1
2025-01-01 01:47:45,3.9370947,13.882571,0.49861917,0.0015711764793182592,1
2025-01-01 01:47:55,3.5954363,13.587542,2.3898554,0.00045471347922332317,1
2025-01-01 01:48:25,3.7078936,13.604986,2.3566666,0.006882871990302908,1
2025-01-01 01:51:00,3.239733,5.280171,0.8137731,0.005255998084701896,1
2025-01-01 01:54:25,3.861862,14.052443,2.075054,0.03814304203750074,1
2025-01-01 01:56:40,1.1239008,5.2740154,-1.1489812,0.011953748129974073,1
2025-01-01 01:58:10,3.965103,11.84834,-3.58677,0.0001359313302651266,1
2025-01-01 02:00:20,3.9561355,13.659204,-3.359871,0.019912027150853384,1
2025-01-01 02:10:05,0.20796092,5.2610655,-3.61444,0.01321699571885826,1
2025-01-01 02:23:45,-0.88818467,5.3250093,0.14958085,0.011252958060343654,1
2025-01-01 02:25:50,3.9344025,5.2265005,0.15397923,0.01922734389922698,1
2025-01-01 02:26:10,3.8217864,5.6468625,-3.5778,0.003635490325013646,1
2025-01-01 02:26:25,1.343889,13.926052,2.4254475,0.005484210403045919,1
2025-01-01 02:30:40,-3.9402685,5.220517,2.1655266,0.004979644349737744,1
2025-01-01 02:31:15,-1.7458444,5.224888,-1.5004958,0.013151976563488432,1
2025-01-01 02:32:45,3.9831128,14.002492,-2.0418704,0.02264932682282561,1
2025-01-01 02:35:15,-4.126548,11.786016,-3.7169666,0.014363896537306076,1
2025-01-01 02:35:20,-4.17042,13.584775,2.1714787,0.013458259126785332,1
2025-01-01 02:35:45,-3.9455717,13.4616785,-3.5533504,0.00449778484398744,1
2025-01-01 02:38:30,3.9706893,13.841941,2.0281277,0.01953324955047453,1
2025-01-01 02:39:35,3.9448555,5.342184,-3.3150146,0.018864911811377505,1
2025-01-01 02:40:50,2.1023705,5.23413,1.6718456,0.017144287596181362,1
2025-01-01 02:41:25,3.9822502,13.24944,-3.6949968,0.019264407715637644,1
2025-01-01 02:42:55,3.8690677,13.451172,-3.7221227,0.015091258043977152,1
2025-01-01 02:44:15,2.7716093,5.3386874,1.7167189,0.006475514223064915,1
2025-01-01 02:45:00,1.0049889,5.293745,-0.25223163,0.014276310887528454,1
2025-01-01 02:45:45,-1.6631435,5.2220783,-3.4277868,0.004432156916038932,1
2025-01-01 02:48:55,-0.8722086,5.2265296,2.3340826,0.03223617102555376,1
2025-01-01 02:49:35,3.8538408,13.56023,2.1282852,0.000912442303108163,1
2025-01-01 02:50:00,-3.693123,13.696065,-3.7632987,0.027511041844687112,1
2025-01-01 02:54:55,-0.38936913,5.2479486,-2.1148994,0.009715282566722938,1
2025-01-01 02:57:15,-1.4386965,14.000125,2.344928,0.0111390367062435,1
2025-01-01 02:59:10,1.7552195,5.2344027,1.6483192,0.01548716450310672,1
2025-01-01 03:04:20,3.9243546,7.55692,-3.5948734,0.009701760722251818,1
2025-01-01 03:05:15,3.5925853,5.361434,-3.7735107,0.015276966608676834,1
2025-01-01 03:06:45,-4.1510344,11.610016,2.4374762,0.004704246730958039,1
2025-01-01 03:08:05,0.0043021855,5.259566,-3.2666035,0.009442576169172878,1
2025-01-01 03:10:15,-3.9527128,13.430849,2.1790245,0.0034713051943146,1
2025-01-01 03:10:35,-4.014193,5.341303,-3.3718019,0.015058160442004587,1
2025-01-01 03:11:45,-3.9994607,5.278723,2.5042334,0.009583491744277195,1
2025-01-01 03:12:25,-3.61865,14.028065,1.8724637,0.016550347408690436,1
2025-01-01 03:12:30,3.8528454,13.972611,-3.099897,0.020825559787163495,1
2025-01-01 03:13:30,2.795068,5.2540054,-3.0633485,0.008482973766908208,1
2025-01-01 03:17:50,-3.6169128,13.686485,2.1513827,0.0036262000292350827,1
2025-01-01 03:21:30,-3.9519272,13.608339,2.3153665,0.018460107935639125,1
2025-01-01 03:26:10,-3.8392375,13.606902,2.2429826,0.010982217284478013,1
2025-01-01 03:27:20,3.051003,14.009173,2.0832994,0.017353955431070767,1
2025-01-01 03:28:15,-3.5449212,13.396332,-3.7077987,0.011038068307934967,1
2025-01-01 03:30:35,3.853975,5.970203,-3.6193767,0.0007020164854909527,1
2025-01-01 03:30:40,-4.1258607,13.32902,-3.3969603,0.014530070111179905,1
2025-01-01 03:34:20,3.747459,13.66527,-3.5996664,0.012951672511239631,1
2025-01-01 03:35:00,-3.6298494,13.857551,1.9879695,0.004352146999942574,1
2025-01-01 03:36:20,-3.9031963,13.421463,-3.7868536,0.025163209264874586,1
2025-01-01 03:37:15,-3.5208068,13.617252,2.2156854,0.00014596136970979057,1
2025-01-01 03:38:20,-3.8969796,12.858864,2.4891152,0.0020391468968945503,1
2025-01-01 03:39:15,-2.074325,5.293132,-3.517132,0.00810160048614883,1
2025-01-01 03:39:35,-1.4322093,13.951694,2.3409393,0.0019255077491184824,1
2025-01-01 03:41:05,2.5750544,13.912199,-3.6551442,0.009798442631812065,1
2025-01-01 03:43:05,2.2006369,5.3519793,1.639585,0.006634033327461153,1
2025-01-01 03:44:10,3.982771,13.890612,-1.2844033,0.003936529745742767,1
2025-01-01 03:48:15,-3.7414076,13.679802,2.1031468,0.001280667746009656,1
2025-01-01 03:49:30,2.524488,5.289038,2.231218,0.007770473128243749,1
2025-01-01 03:55:10,-3.8565514,13.622603,-3.7034063,0.02031196536911639,1
2025-01-01 03:55:45,-3.9424274,13.762996,-3.7366319,0.031064602022969012,1
2025-01-01 03:56:05,3.977206,13.813548,1.0938863,0.0033670407208069575,1
2025-01-01 03:57:10,3.890478,5.3974934,-3.3209393,0.004376399180283541,1
2025-01-01 03:59:10,3.6933672,13.761823,2.436378,0.013728082970237754,1
2025-01-01 04:02:50,3.8697553,5.2173367,-0.44263154,0.013692533100100435,1
2025-01-01 04:02:55,-3.7598865,5.417654,-3.7849972,0.0157717362426959,1
2025-01-01 04:06:35,-0.18065716,5.250612,-3.7439566,0.01850639729119785,1
2025-01-01 04:07:30,-3.670528,13.745939,-3.316175,0.0038912137270992186,1
2025-01-01 04:09:20,3.9881592,13.760962,2.3376126,0.023363304891649173,1
2025-01-01 04:10:00,3.97297,13.663067,-3.3506384,0.020322853678923947,1
2025-01-01 04:10:30,-3.7293956,13.993586,2.0841427,0.029315181374346855,1
2025-01-01 04:14:15,-4.0055814,8.589474,2.404937,0.0009141615202001852,1
2025-01-01 04:16:55,3.9367995,6.296917,-3.7518888,0.014603349709711333,1
2025-01-01 04:19:10,-3.7428567,13.377844,2.447373,0.009770812750283797,1
2025-01-01 04:19:30,-3.7980654,14.038422,-0.38292906,0.001690561996002815,1
2025-01-01 04:20:50,-2.5187495,5.2405434,-3.3183398,0.004063728670802735,1
2025-01-01 04:22:20,3.2116868,13.830241,2.3571246,0.007762835299363835,1
2025-01-01 04:22:30,-3.918752,5.4339094,-3.4742737,0.0012749866426745582,1
2025-01-01 04:23:25,3.9940405,13.56031,2.3300784,0.017121178875742715,1
2025-01-01 04:23:30,-1.6892476,5.2713304,-2.6768658,0.0025470601885762,1
2025-01-01 04:23:45,3.326857,13.947985,2.2001512,0.008821749267040047,1
2025-01-01 04:25:05,-3.1382105,13.935074,2.270891,0.01939279301271013,1
2025-01-01 04:27:30,-3.90775,13.503442,-3.6904943,0.013470147479039296,1
2025-01-01 04:28:40,3.773066,13.730952,-3.3734896,0.007476363998199953,1
2025-01-01 04:29:20,-1.4957074,5.2240787,-0.48358047,0.01852129693849003,1
2025-01-01 04:29:45,3.3434224,13.938798,2.2222111,0.00999779975055537,1
2025-01-01 04:30:05,3.9567215,5.389216,-3.5692384,0.015500786491392304,1
2025-01-01 04:33:25,-1.9430252,13.782549,-3.583454,0.0024218487109674003,1
2025-01-01 04:33:50,-0.53801554,5.3175344,-3.6101491,0.010046957923281141,1
2025-01-01 04:34:50,-2.4056008,5.323686,0.6873202,0.0016838885956032001,1
2025-01-01 04:37:00,3.8642507,5.2661924,-0.56890965,0.011477384908461286,1
2025-01-01 04:38:10,-2.2080276,5.2538705,2.3372686,0.014420025977284312,1
2025-01-01 04:46:15,-1.3598127,5.277462,2.3142996,0.016924586189127067,1
2025-01-01 04:46:20,-4.1578507,5.51462,-3.5707333,0.004789768640521608,1
2025-01-01 04:47:15,3.7679815,14.025867,1.5816787,0.019973321768687158,1
2025-01-01 04:47:30,3.6063046,13.799608,-3.5863583,0.015452965630296744,1
2025-01-01 04:48:15,3.8749137,13.950984,2.5044618,0.04670803384011879,1
2025-01-01 04:48:35,-3.72332,5.281394,2.3656642,0.001550479362743551,1
2025-01-01 04:54:00,3.5806465,13.98831,-1.7853523,0.007582255650009695,1
2025-01-01 04:58:40,0.49079952,14.04643,2.0526233,0.0014729200930190256,1
2025-01-01 04:58:50,-3.9988658,13.941909,2.2930956,0.03970576706010265,1
2025-01-01 05:00:10,1.3770518,5.314203,1.299389,0.01694383563684254,1
2025-01-01 05:00:25,-4.067591,5.860606,-3.7500942,0.008793618737509057,1
2025-01-01 05:06:30,2.3448172,13.848369,-3.7830384,0.02468574904491838,1
2025-01-01 05:09:00,3.8060892,5.220285,2.13909,0.006556987585172758,1
2025-01-01 05:09:05,-3.6346798,13.716181,-3.7575533,0.02650772428261805,1
2025-01-01 05:10:25,-3.5954514,13.811431,-3.6915765,0.02764297503492863,1
2025-01-01 05:10:55,3.5641618,13.786808,-3.491674,0.009832430940548975,1
2025-01-01 05:12:45,-4.177607,13.05922,-3.261751,0.004883033767590028,1
2025-01-01 05:13:30,-4.102338,13.514132,-3.53996,0.017318319747586353,1
2025-01-01 05:13:35,-4.158392,5.4698405,-3.7621202,0.026527261062443186,1
2025-01-01 05:16:25,-3.9878988,5.4239807,-3.5187151,0.01011685368648918,1
2025-01-01 05:17:50,3.9268394,14.035954,-2.317972,0.021972513631549728,1
2025-01-01 05:20:10,3.898559,13.923241,2.4924047,0.04627936149802803,1
