acceleration_x,acceleration_y,acceleration_z,severity,fecha
2.1025606350512844,10.213203380303217,-2.0592131713022934,0,01/01/2025 00:00:00
2.10263318699228,12.161409184924988,-2.219767651855827,1,01/01/2025 00:00:05
0.34032790465001206,9.10540074472389,0.73045875855047,0,01/01/2025 00:00:10
-2.045274372308956,12.966037182856224,1.7956664465190322,1,01/01/2025 00:00:15
1.0052829110068418,10.304435296061062,0.9400092513741449,0,01/01/2025 00:00:20
0.5389664644591776,13.792859176348571,2.281748251398964,2,01/01/2025 00:00:25
-2.1994306946147195,6.793654909149588,-2.647757722191252,1,01/01/2025 00:00:30
2.27702714874803,13.193181635695357,2.060878895528461,2,01/01/2025 00:00:35
-3.722379429859452,10.163691293657099,-0.6957125122069692,2,01/01/2025 00:00:40
-3.8597861161480935,5.305467251348101,1.9464164956674952,2,01/01/2025 00:00:45
-1.3441165058855344,11.723256837329536,0.006542444515296619,0,01/01/2025 00:00:50
-3.737867952487586,5.902520916638894,-1.7985959748800995,2,01/01/2025 00:00:55
0.7374427351456352,6.282209903845924,0.37264699904400045,1,01/01/2025 00:01:00
1.171721948302506,8.737366822339721,-3.3859940348577346,2,01/01/2025 00:01:05
-1.8679316923359082,7.504080821236208,-0.8012774128883531,0,01/01/2025 00:01:10
1.4477985071510893,11.333736463651459,0.03358695533152112,0,01/01/2025 00:01:15
0.15508691094793647,7.917096636540533,-1.8379712151520058,0,01/01/2025 00:01:20
2.332158409616031,5.493578870295559,2.1006718885980673,2,01/01/2025 00:01:25
2.2460892867194455,12.562617683976681,-3.0358965554838897,1,01/01/2025 00:01:30
-0.766523795939619,6.0177605949238835,0.9257259631424017,1,01/01/2025 00:01:35
-3.899981023525764,5.838520458561291,2.2359965102692203,2,01/01/2025 00:01:40
-3.327165973565104,11.131732683911004,0.2987232094394918,1,01/01/2025 00:01:45
-0.018035695246505057,6.950349343673498,1.5026161362657362,1,01/01/2025 00:01:50
0.5440406747803967,7.928619178720236,0.27556097260326506,0,01/01/2025 00:01:55
3.288898485800984,6.836854672519644,0.6060323448773124,1,01/01/2025 00:02:00
-1.902686184576447,9.83299385212214,-1.200402422278164,0,01/01/2025 00:02:05
-1.1385741970276209,9.546200405897016,-0.1215074329143313,0,01/01/2025 00:02:10
-1.3182704751801209,9.950593120973418,-1.2547324371889783,0,01/01/2025 00:02:15
2.381136909055548,12.050394389566906,0.17386017085945005,1,01/01/2025 00:02:20
-2.3046123400478886,8.404056175820507,0.7703350971422847,0,01/01/2025 00:02:25
2.8273472355341847,12.92976080382773,1.9551864240411465,1,01/01/2025 00:02:30
3.6780562722795023,13.594315716458219,-3.629749348906797,2,01/01/2025 00:02:35
-3.518080953191328,5.817622058857426,-3.683011001770036,2,01/01/2025 00:02:40
-1.6003974764466546,11.76948748992676,-3.0309021793096527,1,01/01/2025 00:02:45
1.6032229093928403,5.409763224933788,-2.16958426265525,2,01/01/2025 00:02:50
-0.8598405570911494,5.303847888657936,2.0442665500430337,2,01/01/2025 00:02:55
-1.2579952590925145,10.560951697673843,-3.0626791479622386,1,01/01/2025 00:03:00
0.7233217497152187,10.47479755754116,-0.3382159400147766,0,01/01/2025 00:03:05
-0.1646762583792838,6.621513489990424,1.7973078797816942,1,01/01/2025 00:03:10
-2.6355132677287685,12.701524180249178,-2.6878160608127724,1,01/01/2025 00:03:15
-1.389672370967812,10.29740523453874,-1.4630460603261524,0,01/01/2025 00:03:20
1.642569585026099,10.050641762795754,-2.2088602127755754,0,01/01/2025 00:03:25
-0.9688044006280951,5.9882313922495,2.2640262547300374,2,01/01/2025 00:03:30
1.081692442736705,10.491137749743071,-1.546700682053809,0,01/01/2025 00:03:35
-1.2011475009193715,8.802211366979135,-0.9679635801070323,0,01/01/2025 00:03:40
