fecha,acceleration_x,acceleration_y,acceleration_z,magnitud_aceleracion,anomaly_score,is_outlier,cluster_id
2025-01-03 02:44:20,-1.7307779,9.849324,2.4867706,10.304795,1.0,1,-1
2025-01-28 05:05:35,-4.0839853,10.4785595,-2.1395376,11.448003,0.9829862881248405,1,-1
2025-01-22 05:02:05,-1.8143597,9.850149,2.4755483,10.317251,0.9779557221796483,1,-1
2025-01-10 13:45:35,-4.131973,10.516737,-2.1678479,11.505412,0.9660023349965652,1,-1
2025-01-08 20:48:40,-4.1406403,10.584659,-2.082622,11.554965,0.9471229818135789,1,-1
2025-01-26 06:52:50,-1.7906077,10.157362,2.4868734,10.609563,0.9390465412609368,1,-1
2025-01-29 03:31:45,-1.7134393,9.828047,2.444002,10.2712965,0.9389077594718374,1,-1
2025-01-15 15:12:15,-4.087739,10.482064,-2.2125258,11.46641,0.9240660813399323,1,-1
2025-01-18 20:55:20,2.8060973,5.215216,-0.05889392,5.9225106,0.918801075341901,1,-1
2025-01-28 23:34:55,-1.8127515,10.142146,2.4967728,10.601089,0.9105084077255772,1,-1
2025-01-15 02:43:20,-0.864388,12.706109,2.489553,12.976526,0.9031443673588068,1,-1
2025-01-25 17:02:15,-4.0141244,10.558947,-2.1447127,11.498014,0.9030354284271862,1,-1
2025-01-28 14:05:10,-4.0924506,10.451759,-2.1080663,11.420655,0.8967535223047702,1,-1
2025-01-02 10:59:20,-0.037574764,8.880965,-3.7772012,9.650917,0.8838766567722297,1,-1
2025-01-19 01:43:55,3.9183128,6.465439,-1.0192338,7.6284933,0.8744175243340594,1,-1
2025-01-08 20:35:20,-2.1547608,11.730324,-3.758332,12.504741,0.8695791449458495,1,-1
2025-01-25 15:26:50,-4.1747646,9.255797,-2.8445957,10.544675,0.8628264330812327,1,-1
2025-01-11 12:40:15,-0.84602636,12.840051,2.4835448,13.105368,0.8540520114212834,1,-1
2025-01-06 22:23:30,-0.60846627,12.914263,2.4834647,13.164954,0.8453397238030632,1,-1
2025-01-09 00:47:50,3.954586,7.002368,-0.25864816,8.046043,0.845060118201226,1,-1
2025-01-21 15:54:35,-1.6169364,9.795735,2.4580348,10.228043,0.8423761428228864,1,-1
2025-01-15 19:33:00,-1.588787,9.716405,2.4162824,10.137613,0.8373680342521026,1,-1
2025-01-08 10:34:35,-0.6716139,14.034362,-0.80119026,14.073247,0.8345155677176185,1,-1
2025-01-20 00:37:45,-0.9515431,12.706594,2.4686766,12.979112,0.8329841668173321,1,-1
2025-01-11 00:31:35,-4.181402,8.783289,0.5614337,9.743998,0.8322726792866242,1,-1
2025-01-15 06:03:05,-1.6654539,13.99626,-1.2856004,14.153508,0.8267634316161993,1,-1
2025-01-24 07:20:00,3.957007,6.348456,-1.0541251,7.5545993,0.8259655219860864,1,-1
2025-01-04 05:56:30,-0.6681269,12.702812,2.4873612,12.961281,0.820745945275973,1,-1
2025-01-04 05:36:20,3.94734,11.311411,1.6419059,12.092368,0.8191718297391332,1,-1
2025-01-28 22:00:20,-0.5806637,12.920205,2.4371994,13.160882,0.819155833975514,1,-1
2025-01-08 00:13:15,-4.1209574,10.4855,-2.269561,11.492559,0.8166815070842351,1,-1
2025-01-13 13:41:40,-4.117387,10.323482,-2.2114453,11.33215,0.808902638764757,1,-1
2025-01-26 08:36:10,-0.21655136,14.042509,0.64397,14.058935,0.8079339588346377,1,-1
2025-01-02 06:47:20,-4.1228743,8.1916275,-2.613494,9.535786,0.8062221026404179,1,-1
2025-01-09 20:06:25,3.876236,12.39766,1.6736044,13.096875,0.8061173136145563,1,-1
2025-01-20 10:25:15,-3.042099,6.2806287,2.5036814,7.4141135,0.802786333767887,1,-1
2025-01-08 14:58:45,-0.10567786,8.852582,-3.768538,9.621916,0.7979088490292554,1,-1
